Sample_Name,Sample_Well,Sample_Plate,Sample_Group,Pool_ID,Sentrix_ID,Sentrix_Position,Investigator,Project,Tissue,Type,EBV,Cell_Line,Wildtype,Normal,Coment,Scan_Date,GDSC1,GDSC2,cosmic_id
H513,F05,SMET0031,NA,NA,7970368089,R05C02,Sebastian Moran,Sanger Cell Lines,PLEURA,PLEURAL MESOTHELIOMA,No,YES,Yes,No,NA,2012-06-29,lung,mesothelioma,1240141
NCI-H522,E06,SMET0031,NA,NA,7970368089,R06C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,905944
H2869,F06,SMET0031,NA,NA,7970368089,R06C02,Sebastian Moran,Sanger Cell Lines,PLEURA,PLEURAL MESOTHELIOMA,No,YES,Yes,No,NA,2012-06-29,lung,mesothelioma,1240138
NCI-H1650,A07,SMET0031,NA,NA,7970368105,R01C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,687800
NCI-H1963,B07,SMET0031,NA,NA,7970368105,R01C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_small_cell_carcinoma,688010
COR-L23,A08,SMET0031,NA,NA,7970368105,R02C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_large cell,687780
EKVX,B08,SMET0031,NA,NA,7970368105,R02C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,905970
LC-1F,A09,SMET0031,NA,NA,7970368105,R03C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_squamous_cell_carcinoma,907785
MS-1,B09,SMET0031,NA,NA,7970368105,R03C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_small_cell_carcinoma,753594
LU-139,B10,SMET0031,NA,NA,7970368105,R04C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_small_cell_carcinoma,713878
NCI-H1355,A11,SMET0031,NA,NA,7970368105,R05C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,724866
NCI-H322M,B11,SMET0031,NA,NA,7970368105,R05C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,905967
LU-99A,A12,SMET0031,NA,NA,7970368105,R06C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_large cell,907796
NCI-H2122,B12,SMET0031,NA,NA,7970368105,R06C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,722046
NCI-H64,G01,SMET0031,NA,NA,7970368131,R01C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_small_cell_carcinoma,688026
NCI-H810,H02,SMET0031,NA,NA,7970368131,R02C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_large cell,925341
NCI-H2170,H03,SMET0031,NA,NA,7970368131,R03C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_squamous_cell_carcinoma,687815
COLO-668,G04,SMET0031,NA,NA,7970368131,R04C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_small_cell_carcinoma,910692
CHAGO-K-1,H04,SMET0031,NA,NA,7970368131,R04C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_not specified,687596
HOP-92,G05,SMET0031,NA,NA,7970368131,R05C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_large cell,905973
NCI-H1651,G06,SMET0031,NA,NA,7970368131,R06C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,910900
NCI-H2085,H06,SMET0031,NA,NA,7970368131,R06C02,Sebastian Moran,Sanger Cell Lines,LUNG,NON-SMALL CELL LUNG CANCER,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,687812
NCI-H196,C07,SMET0031,NA,NA,7970376007,R01C01,Sebastian Moran,Sanger Cell Lines,LUNG,SMALL CELL LUNG CANCER,No,YES,Yes,No,NA,2012-06-29,lung,lung_small_cell_carcinoma,1240186
NCI-H596,D07,SMET0031,NA,NA,7970376007,R01C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,908459
NCI-H1581,C08,SMET0031,NA,NA,7970376007,R02C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_large cell,908471
NCI-H2342,D08,SMET0031,NA,NA,7970376007,R02C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,687819
LXF-289,C09,SMET0031,NA,NA,7970376007,R03C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,753592
NCI-H1395,D09,SMET0031,NA,NA,7970376007,R03C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,684681
MSTO-211H,C11,SMET0031,NA,NA,7970376007,R05C01,Sebastian Moran,Sanger Cell Lines,PLEURA,MESOTHELIOMA,No,YES,Yes,No,NA,2012-06-29,lung,mesothelioma,908152
NCI-H1623,D11,SMET0031,NA,NA,7970376007,R05C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,687798
IST-MES1,C12,SMET0031,NA,NA,7970376007,R06C01,Sebastian Moran,Sanger Cell Lines,PLEURA,MESOTHELIOMA,No,YES,Yes,No,NA,2012-06-29,lung,mesothelioma,907173
NCI-H69,D12,SMET0031,NA,NA,7970376007,R06C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_small_cell_carcinoma,688027
NCI-H727,E07,SMET0031,NA,NA,7973201119,R01C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOID-ENDOCRINE TUMOUR,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_carcinoid,724855
NCI-H1781,E08,SMET0031,NA,NA,7973201119,R02C01,Sebastian Moran,Sanger Cell Lines,LUNG,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,1298350
LC-2-AD,F08,SMET0031,NA,NA,7973201119,R02C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,907786
H2591,E09,SMET0031,NA,NA,7973201119,R03C01,Sebastian Moran,Sanger Cell Lines,PLEURA,PLEURAL MESOTHELIOMA,No,YES,Yes,No,NA,2012-06-29,lung,mesothelioma,1240131
BEN,E10,SMET0031,NA,NA,7973201119,R04C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_not specified,753534
NCI-H1838,F10,SMET0031,NA,NA,7973201119,R04C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,687807
H290,E11,SMET0031,NA,NA,7973201119,R05C01,Sebastian Moran,Sanger Cell Lines,PLEURA,PLEURAL MESOTHELIOMA FROM PLEURAL FLUID,No,YES,Yes,No,NA,2012-06-29,lung,mesothelioma,1240139
LU-165,F11,SMET0031,NA,NA,7973201119,R05C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_small_cell_carcinoma,753589
NCI-H2023,E12,SMET0031,NA,NA,7973201119,R06C01,Sebastian Moran,Sanger Cell Lines,LUNG,NON-SMALL CELL LUNG CANCER,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,1240187
NCI-H2444,F12,SMET0031,NA,NA,7973201119,R06C02,Sebastian Moran,Sanger Cell Lines,LUNG,NON-SMALL CELL LUNG CANCER,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_not specified,1298356
NCI-H1648,H07,SMET0031,NA,NA,7973201120,R01C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,687799
IST-SL2,G08,SMET0031,NA,NA,7973201120,R02C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_small_cell_carcinoma,753565
COR-L88,H08,SMET0031,NA,NA,7973201120,R02C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_small_cell_carcinoma,906808
CALU-6,G09,SMET0031,NA,NA,7973201120,R03C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,724859
NCI-H2405,H09,SMET0031,NA,NA,7973201120,R03C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,687821
H2804,G10,SMET0031,NA,NA,7973201120,R04C01,Sebastian Moran,Sanger Cell Lines,PLEURA,PLEURAL MESOTHELIOMA,No,YES,Yes,No,NA,2012-06-29,lung,mesothelioma,1240136
LU-134-A,H10,SMET0031,NA,NA,7973201120,R04C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_small_cell_carcinoma,753588
UMC-11,G11,SMET0031,NA,NA,7973201120,R05C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOID-ENDOCRINE TUMOUR,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_carcinoid,909779
NCI-H2009,H11,SMET0031,NA,NA,7973201120,R05C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,724873
KNS-62,G12,SMET0031,NA,NA,7973201120,R06C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_squamous_cell_carcinoma,753569
NCI-H1693,H12,SMET0031,NA,NA,7973201120,R06C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-06-29,lung,lung_NSCLC_adenocarcinoma,687802
CW-2,A01,SMET0035,NA,NA,7878191001,R01C01,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,910554
GP5D,B01,SMET0035,NA,NA,7878191001,R01C02,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,907291
C2BBE1,A02,SMET0035,NA,NA,7878191001,R02C01,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,910700
CCK-81,B02,SMET0035,NA,NA,7878191001,R02C02,Sebastian Moran,Sanger Cell Lines,COLON,COLON ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,1240123
LS-180,A03,SMET0035,NA,NA,7878191001,R03C01,Sebastian Moran,Sanger Cell Lines,COLON,COLON ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,998189
HCC-56,B03,SMET0035,NA,NA,7878191001,R03C02,Sebastian Moran,Sanger Cell Lines,COLON,COLON ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,1290907
RCC10RGB,A04,SMET0035,NA,NA,7878191001,R04C01,Sebastian Moran,Sanger Cell Lines,KIDNEY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,kidney,kidney,909974
TK10,B04,SMET0035,NA,NA,7878191001,R04C02,Sebastian Moran,Sanger Cell Lines,KIDNEY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,kidney,kidney,905980
MZ2-MEL,A05,SMET0035,NA,NA,7878191001,R05C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,971777
COLO-829,B05,SMET0035,NA,NA,7878191001,R05C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,687448
COLO-792,A06,SMET0035,NA,NA,7878191001,R06C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,906814
IGR-1,B06,SMET0035,NA,NA,7878191001,R06C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,907169
LS-123,C01,SMET0035,NA,NA,7878191011,R01C01,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,907792
LS-513,D01,SMET0035,NA,NA,7878191011,R01C02,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,907795
MDST8,C02,SMET0035,NA,NA,7878191011,R02C01,Sebastian Moran,Sanger Cell Lines,COLON,COLON CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,1240173
COLO-320-HSR,D02,SMET0035,NA,NA,7878191011,R02C02,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,910569
HT-115,C03,SMET0035,NA,NA,7878191011,R03C01,Sebastian Moran,Sanger Cell Lines,COLON,COLON CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,907289
SW948,D03,SMET0035,NA,NA,7878191011,R03C02,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,909757
SK-MEL-1,C04,SMET0035,NA,NA,7878191011,R04C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,909723
SK-MEL-24,D04,SMET0035,NA,NA,7878191011,R04C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,909725
WM1552C,C05,SMET0035,NA,NA,7878191011,R05C01,Sebastian Moran,Sanger Cell Lines,SKIN,MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,1299078
WM35,D05,SMET0035,NA,NA,7878191011,R05C02,Sebastian Moran,Sanger Cell Lines,SKIN,MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,1299080
G-361,C06,SMET0035,NA,NA,7878191011,R06C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,906865
LB373-MEL-D,D06,SMET0035,NA,NA,7878191011,R06C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,753581
NCI-H630,E01,SMET0035,NA,NA,7959804160,R01C01,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,908482
NCI-H747,F01,SMET0035,NA,NA,7959804160,R01C02,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,908457
SNU-C2B,E02,SMET0035,NA,NA,7959804160,R02C01,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,909740
NCI-H716,F02,SMET0035,NA,NA,7959804160,R02C02,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,908458
RCM-1,E03,SMET0035,NA,NA,7959804160,R03C01,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,909263
GOTO,F03,SMET0035,NA,NA,7959804160,R03C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,neuroblastoma,906875
SK-MEL-30,E04,SMET0035,NA,NA,7959804160,R04C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,909726
LB2518-MEL,F04,SMET0035,NA,NA,7959804160,R04C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,753579
HS-944-T,E05,SMET0035,NA,NA,7959804160,R05C01,Sebastian Moran,Sanger Cell Lines,SKIN,MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,1240152
G-MEL,F05,SMET0035,NA,NA,7959804160,R05C02,Sebastian Moran,Sanger Cell Lines,SKIN,MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,1240130
RPMI-7951,E06,SMET0035,NA,NA,7959804160,R06C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,910903
CP50-MEL-B,F06,SMET0035,NA,NA,7959804160,R06C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,753545
CAL-148,A07,SMET0035,NA,NA,7970368027,R01C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,924106
CAL-85-1,B07,SMET0035,NA,NA,7970368027,R01C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,910852
MDA-MB-453,A08,SMET0035,NA,NA,7970368027,R02C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,908122
OCUB-M,B08,SMET0035,NA,NA,7970368027,R02C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,909256
BT-483,A09,SMET0035,NA,NA,7970368027,R03C01,Sebastian Moran,Sanger Cell Lines,BREAST,DUCTAL CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,949093
EFM-192A,B09,SMET0035,NA,NA,7970368027,R03C02,Sebastian Moran,Sanger Cell Lines,BREAST,BREAST CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,1290798
HCC1428,A10,SMET0035,NA,NA,7970368027,R04C01,Sebastian Moran,Sanger Cell Lines,BREAST,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,1290905
HDQ-P1,B10,SMET0035,NA,NA,7970368027,R04C02,Sebastian Moran,Sanger Cell Lines,BREAST,BREAST CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,1290922
EFO-21,A11,SMET0035,NA,NA,7970368027,R05C01,Sebastian Moran,Sanger Cell Lines,OVARY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,911905
KGN,B11,SMET0035,NA,NA,7970368027,R05C02,Sebastian Moran,Sanger Cell Lines,OVARY,OTHER,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,924186
OVMIU,A12,SMET0035,NA,NA,7970368027,R06C01,Sebastian Moran,Sanger Cell Lines,NA,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,1240200
OVKATE,B12,SMET0035,NA,NA,7970368027,R06C02,Sebastian Moran,Sanger Cell Lines,OVARY,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,1240199
SNU-C1,G01,SMET0035,NA,NA,7970368144,R01C01,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,910905
ECC4,H01,SMET0035,NA,NA,7970368144,R01C02,Sebastian Moran,Sanger Cell Lines,GASTROINTESTINAL TRACT (SITE INDETERMINATE),CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,digestive_system_other,906850
SW1463,G02,SMET0035,NA,NA,7970368144,R02C01,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,909748
SW1116,H02,SMET0035,NA,NA,7970368144,R02C02,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,digestive_system,large_intestine,909746
769-P,G03,SMET0035,NA,NA,7970368144,R03C01,Sebastian Moran,Sanger Cell Lines,KIDNEY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,kidney,kidney,910922
OS-RC-2,H03,SMET0035,NA,NA,7970368144,R03C02,Sebastian Moran,Sanger Cell Lines,KIDNEY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,kidney,kidney,909250
CP66-MEL,G04,SMET0035,NA,NA,7970368144,R04C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,753546
MZ7-MEL,H04,SMET0035,NA,NA,7970368144,R04C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,753596
WM278,G05,SMET0035,NA,NA,7970368144,R05C01,Sebastian Moran,Sanger Cell Lines,SKIN,MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,1240226
RVH-421,H05,SMET0035,NA,NA,7970368144,R05C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,909706
SK-MEL-3,G06,SMET0035,NA,NA,7970368144,R06C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,909724
CAL-120,H06,SMET0035,NA,NA,7970368144,R06C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,906826
CAMA-1,C07,SMET0035,NA,NA,7970368157,R01C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,946382
EFM-19,D07,SMET0035,NA,NA,7970368157,R01C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,906851
UACC-893,C08,SMET0035,NA,NA,7970368157,R02C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,909778
ZR-75-30,D08,SMET0035,NA,NA,7970368157,R02C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,909907
MFM-223,C09,SMET0035,NA,NA,7970368157,R03C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,910948
CAL-51,D09,SMET0035,NA,NA,7970368157,R03C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,910927
BT-20,C10,SMET0035,NA,NA,7970368157,R04C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,906801
HCC2157,D10,SMET0035,NA,NA,7970368157,R04C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,749715
KURAMOCHI,C11,SMET0035,NA,NA,7970368157,R05C01,Sebastian Moran,Sanger Cell Lines,OVARY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,909975
OAW-28,D11,SMET0035,NA,NA,7970368157,R05C02,Sebastian Moran,Sanger Cell Lines,OVARY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,946360
FU-OV-1,C12,SMET0035,NA,NA,7970368157,R06C01,Sebastian Moran,Sanger Cell Lines,OVARY,OVARIAN CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,1240129
ES-2,D12,SMET0035,NA,NA,7970368157,R06C02,Sebastian Moran,Sanger Cell Lines,OVARY,CLEAR CELL CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,1240128
HCC1806,E07,SMET0035,NA,NA,7970376031,R01C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,907047
HCC70,F07,SMET0035,NA,NA,7970376031,R01C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,907048
HCC1954,E08,SMET0035,NA,NA,7970376031,R02C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,749709
HCC1187,F08,SMET0035,NA,NA,7970376031,R02C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,749711
COLO-824,E09,SMET0035,NA,NA,7970376031,R03C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,906812
AU565,F09,SMET0035,NA,NA,7970376031,R03C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,910704
EVSA-T,E10,SMET0035,NA,NA,7970376031,R04C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,906862
