DATASET	NLME_RESULT_ID	NLME_CURVE_ID	COSMIC_ID	CELL_LINE_NAME	SANGER_MODEL_ID	TCGA_DESC	DRUG_ID	DRUG_NAME	PUTATIVE_TARGET	PATHWAY_NAME	COMPANY_ID	WEBRELEASE	MIN_CONC	MAX_CONC	LN_IC50	AUC	RMSE	Z_SCORE
GDSC2	343	16162453	1298538	RERF-LC-Sq1	SIDM00354	LUSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.991754	0.969724	0.087592	0.589065
GDSC2	343	16162733	1298539	RKN	SIDM00353	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.159318	0.961261	0.078254	0.718062
GDSC2	343	16163014	1299050	SAT	SIDM00350	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.593191	0.951439	0.084103	0.282238
GDSC2	343	16163295	1299052	SCC90	SIDM00399	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.109641	0.961278	0.073192	0.679819
GDSC2	343	16163575	1299059	SKN-3	SIDM00375	HNSC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.966482	0.973249	0.070208	0.56961
GDSC2	343	16163854	1299061	STS-0421	SIDM00041	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.758353	0.901979	0.101811	-1.130282
GDSC2	343	16164034	1299062	SW1271	SIDM01156	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.952416	0.947673	0.092488	1.328615
GDSC2	343	16164316	1299064	T-T	SIDM00322	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.092601	0.965894	0.083265	-0.103133
GDSC2	343	16164484	1299069	TMK-1	SIDM00040	STAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.407172	0.964001	0.090549	0.139034
GDSC2	343	16164666	1299070	TOV-112D	SIDM01170	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.0047	0.96675	0.068663	-0.170802
GDSC2	343	16164947	1299075	VCaP	SIDM01077	PRAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.301628	0.941052	0.093812	0.057783
GDSC2	343	16165228	1299078	WM1552C	SIDM00976	SKCM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.255689	0.91268	0.104928	-0.747416
GDSC2	343	16165510	1299080	WM35	SIDM00974	SKCM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.654342	0.96539	0.092384	0.329314
GDSC2	343	16165759	1299081	WM793B	SIDM00973	SKCM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.889557	0.943087	0.075171	-0.259443
GDSC2	343	16166040	1303896	GA-10	SIDM00854	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.267591	0.948443	0.120819	-0.738253
GDSC2	343	16166321	1303897	GRANTA-519	SIDM01058	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.997447	0.912551	0.101421	-0.946219
GDSC2	343	16166601	1303900	HCC1500	SIDM00879	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	4.5989	0.978094	0.074859	0.286633
GDSC2	343	16166874	1303901	HCC-33	SIDM01071	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.764309	0.982372	0.083255	0.41397
GDSC2	343	16167054	1303911	YMB-1-E	SIDM01261	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.260147	0.953067	0.060151	0.02585
GDSC2	343	16167236	1303912	CHSA8926	SIDM00176	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.277504	0.951225	0.077921	0.039212
GDSC2	343	16167518	1322212	COR-L32	SIDM00508	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.753889	0.953645	0.08695	-0.363885
GDSC2	343	16167709	1322213	COR-L321	SIDM00507	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.556501	0.958044	0.069031	-0.515841
GDSC2	343	16167889	1322218	Hs-445	SIDM00668	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.576789	0.982373	0.062054	0.269611
GDSC2	343	16168170	1322224	HSC-39	SIDM00045	STAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.801025	0.955878	0.166169	-1.097432
GDSC2	343	16168337	1323913	NB4	SIDM00428	LAML	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	1.514526	0.859067	0.068952	-2.087822
GDSC2	343	16168517	1327765	JEKO-1	SIDM01038	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.044872	0.951015	0.067086	-0.90971
GDSC2	343	16168698	1327766	JJN-3	SIDM01036	MM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.351487	0.971093	0.048162	-0.673668
GDSC2	343	16168977	1327768	JM1	SIDM00689	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.483426	0.951596	0.100336	-1.34193
GDSC2	343	16169158	1327769	JSC-1	SIDM00688	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.109242	0.948427	0.056376	-0.860156
GDSC2	343	16169432	1327771	JURL-MK1	SIDM01015	LCML	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.586014	0.92957	0.083418	-1.262955
GDSC2	343	16169667	1327773	KARPAS-1106P	SIDM01011	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.534578	0.921663	0.055573	-1.302552
GDSC2	343	16169948	1327774	KARPAS-231	SIDM01017	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.561042	0.932133	0.062941	-1.282179
GDSC2	343	16170228	1327775	KARPAS-620	SIDM01006	MM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.455031	0.978862	0.111095	0.175878
GDSC2	343	16170508	1330931	KCL-22	SIDM01004	LCML	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.263394	0.954882	0.039531	-0.741484
GDSC2	343	16170787	1330933	KOPN-8	SIDM01034	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	1.09218	0.786394	0.138844	-2.412959
GDSC2	343	16171067	1330935	L-1236	SIDM00313	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.343929	0.977458	0.11825	0.090348
GDSC2	343	16171347	1330941	MDA-MB-330	SIDM00631	BRCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	6.583124	0.983907	0.077095	1.814156
GDSC2	343	16171606	1330942	ME-1	SIDM00338	LAML	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.933539	0.969343	0.088638	-0.225584
GDSC2	343	16171887	1330947	MOLM-13	SIDM00437	LAML	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.037451	0.905433	0.0844	-1.685257
GDSC2	343	16172165	1330948	MOLM-16	SIDM00435	LAML	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.029825	0.888193	0.155251	-1.691128
GDSC2	343	16172346	1330950	MOLP-8	SIDM00434	MM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.553031	0.964764	0.07447	-0.518512
GDSC2	343	16172625	1330960	MY-M12	SIDM01217	ALL	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	0.091056	0.673145	0.074789	-3.183657
GDSC2	343	16172806	1330964	NCI-H1341	SIDM00646	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.048461	0.924728	0.136161	-0.906947
GDSC2	343	16172975	1330972	NCI-H1876	SIDM00766	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	1.154793	0.779321	0.089522	-2.364757
GDSC2	343	16173255	1330973	NCI-H2066	SIDM00711	SCLC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.505496	0.951409	0.077757	0.984561
GDSC2	343	16173423	1330975	NCI-H660	SIDM01123	OTHER	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.319824	0.995084	0.061094	0.841625
GDSC2	343	16173602	1330981	NK-92MI	SIDM01201	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.140184	0.978156	0.053777	-0.836335
GDSC2	343	16173781	1330982	NU-DUL-1	SIDM00443	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	1.630849	0.858498	0.154666	-1.998273
GDSC2	343	16173957	1330983	OCI-AML5	SIDM00461	LAML	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.880366	0.951213	0.0729	-1.036352
GDSC2	343	16174189	1330984	OCI-LY-19	SIDM00460	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	1.104731	0.797881	0.090394	-2.403296
GDSC2	343	16174369	1330985	OCI-M1	SIDM00458	LAML	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.713116	0.941529	0.047507	-1.165107
GDSC2	343	16174649	1330987	P32-ISH	SIDM00362	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.32449	0.945725	0.09963	-1.464285
GDSC2	343	16174928	1330991	PL-21	SIDM00450	LAML	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.456004	0.9539	0.067447	-0.593207
GDSC2	343	16175110	1330993	PWR-1E	SIDM01114	PRAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.547234	0.948702	0.091398	-0.522975
GDSC2	343	16175389	1330994	RCH-ACV	SIDM00449	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	1.270156	0.82321	0.070115	-2.275946
GDSC2	343	16175569	1330995	RC-K8	SIDM00448	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.899439	0.951353	0.07549	-0.251835
GDSC2	343	16175822	1331025	ROS-50	SIDM00415	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.809724	0.933982	0.070641	-0.320901
GDSC2	343	16176004	1331032	SLVL	SIDM00374	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.308267	0.940756	0.105293	-0.70694
GDSC2	343	16176286	1331033	SU-DHL-10	SIDM00389	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.934811	0.969294	0.12137	-0.994439
GDSC2	343	16176565	1331034	SU-DHL-16	SIDM00404	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.486757	0.949246	0.091059	-1.339366
GDSC2	343	16176745	1331035	SU-DHL-4	SIDM00405	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.363454	0.97443	0.081127	-0.664455
GDSC2	343	16176925	1331036	SU-DHL-5	SIDM00406	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	0.923257	0.795601	0.085233	-2.543001
GDSC2	343	16177202	1331037	SU-DHL-6	SIDM00407	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.924596	0.965088	0.077634	-1.002303
GDSC2	343	16177481	1331038	SU-DHL-8	SIDM00423	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	1.463456	0.856865	0.065784	-2.127137
GDSC2	343	16177760	1331039	SUP-HD1	SIDM00422	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.306724	0.953659	0.067577	0.061706
GDSC2	343	16178041	1331040	SUP-M2	SIDM00421	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	0.70281	0.763962	0.155343	-2.712708
GDSC2	343	16178321	1331045	TK	SIDM00323	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.387818	0.991071	0.038718	0.124135
GDSC2	343	16178602	1331048	VAL	SIDM00416	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.578414	0.904191	0.075561	-1.268805
GDSC2	343	16178883	1331049	WIL2-NS	SIDM01102	UNCLASSIFIED	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.626455	0.924698	0.105282	-1.231822
GDSC2	343	16179162	1331050	WSU-DLCL2	SIDM00413	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.66843	0.943261	0.122722	-1.199508
GDSC2	343	16179329	1331055	NCI-H740	SIDM01118	NA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.54662	0.916523	0.099782	-0.523447
GDSC2	343	16179511	1479987	DOV13	SIDM00969	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.627058	0.954225	0.100728	-0.461524
GDSC2	343	16179791	1479988	Hey	SIDM00968	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.650855	0.948137	0.059955	0.32663
GDSC2	343	16180070	1479995	JHOS-2	SIDM00305	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.752113	0.933949	0.08134	-0.365252
GDSC2	343	16180249	1480358	JHOS-3	SIDM00304	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.313847	0.961467	0.102962	0.837023
GDSC2	343	16180429	1480359	JHOS-4	SIDM00303	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.570253	0.936019	0.076996	-0.505254
GDSC2	343	16180609	1480360	OV-7	SIDM00474	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.029299	0.955517	0.042646	-0.151865
GDSC2	343	16180789	1480361	OV-17R	SIDM00476	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.789018	0.984076	0.039309	1.202826
GDSC2	343	16180971	1480362	OV-56	SIDM00475	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.520319	0.957661	0.077267	0.226139
GDSC2	343	16181252	1480364	OVCA420	SIDM00967	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.904689	0.974694	0.08366	1.291874
GDSC2	343	16181499	1480367	OVCA433	SIDM00966	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.918152	0.976972	0.087031	1.302238
GDSC2	343	16181679	1480371	OVK-18	SIDM00238	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.29171	0.951871	0.064807	0.050148
GDSC2	343	16181938	1480372	PEO1	SIDM00472	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	6.00716	0.969145	0.062126	1.370759
GDSC2	343	16182218	1480374	UWB1.289	SIDM00815	OV	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.199563	0.901455	0.102217	-0.790624
GDSC2	343	16182400	1503361	FLO-1	SIDM01041	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.303341	0.950218	0.090525	0.059102
GDSC2	343	16182682	1503362	OACp4C	SIDM00445	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.423717	0.982421	0.049239	0.921605
GDSC2	343	16182963	1503363	OACM5-1	SIDM00444	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.531859	0.974824	0.086996	1.004856
GDSC2	343	16183244	1503364	SK-GT-2	SIDM00393	STAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.085613	0.957168	0.076984	-0.108512
GDSC2	343	16183524	1503365	SK-GT-4	SIDM00483	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	6.154246	0.94438	0.094171	1.483991
GDSC2	343	16183806	1503366	ESO26	SIDM00539	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.505126	0.96501	0.063664	0.214443
GDSC2	343	16184086	1503367	ESO51	SIDM00538	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.794626	0.962797	0.052012	0.43731
GDSC2	343	16184367	1503368	KYAE-1	SIDM00530	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.543459	0.979727	0.070751	0.243953
GDSC2	343	16184647	1503369	EMC-BAC-1	SIDM00048	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.538755	0.962231	0.096664	0.240332
GDSC2	343	16184828	1503370	EMC-BAC-2	SIDM00047	LUAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.724429	0.92305	0.055384	-0.386564
GDSC2	343	16185109	1503371	TE-4	SIDM00250	ESCA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.988838	0.969259	0.089234	-0.183013
GDSC2	343	16185388	1503373	U-CH2	SIDM01185	NA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.89016	0.974127	0.084777	1.280689
GDSC2	343	16185567	1509073	NCC010	SIDM00231	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.390839	0.989201	0.020185	0.896294
GDSC2	343	16185824	1509074	NCC021	SIDM00232	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.933207	0.960996	0.102047	0.543994
GDSC2	343	16186004	1524414	RCC-FG2	SIDM00819	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	6.031285	0.986136	0.067534	1.389331
GDSC2	343	16186184	1524415	RCC-JF	SIDM00818	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	3.424553	0.932449	0.073291	-0.617419
GDSC2	343	16186366	1524416	RCC-JW	SIDM00817	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.884335	0.979718	0.073635	1.276204
GDSC2	343	16186645	1524417	RCC-ER	SIDM00820	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.27611	0.964748	0.09329	0.038138
GDSC2	343	16186825	1524418	RCC-AB	SIDM00821	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.329814	0.963875	0.063138	0.849315
GDSC2	343	16187005	1524419	RCC-MF	SIDM00816	KIRC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.564534	0.986498	0.07347	1.030011
GDSC2	343	16187185	1659817	KMS-11	SIDM00608	MM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	4.531165	0.981211	0.051859	0.234488
GDSC2	343	16187367	1659818	MM1S	SIDM01265	MM	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.754378	0.94997	0.120622	-1.133342
GDSC2	343	16187642	1659819	OCI-LY7	SIDM00459	DLBC	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	2.802681	0.957917	0.133266	-1.096157
GDSC2	343	16187813	1659823	SNU-1040	SIDM00217	COREAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	5.271323	0.976379	0.059548	0.804287
GDSC2	343	16187973	1659928	SNU-175	SIDM00216	COREAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	3.887726	0.954296	0.047286	-0.260853
GDSC2	343	16188253	1659929	SNU-283	SIDM00215	NA	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.632118	0.98737	0.04826	1.082039
GDSC2	343	16188435	1660034	SNU-407	SIDM00214	COREAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	4.193576	0.949441	0.092008	-0.025399
GDSC2	343	16188708	1660035	SNU-61	SIDM00194	COREAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.010005	10	5.598324	0.980531	0.057083	1.056023
GDSC2	343	16188964	1660036	SNU-81	SIDM00193	COREAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	4.354059	0.978994	0.058895	0.098146
GDSC2	343	16189224	1674021	SNU-C5	SIDM00498	COREAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	4.666384	0.95426	0.071552	0.338585
GDSC2	343	16189506	1789883	DiFi	SIDM00049	COREAD	1017	Olaparib	PARP1, PARP2	Genome integrity	1046	Y	0.009766	10	5.340591	0.977976	0.188951	0.857612
GDSC2	343	15946344	683667	PFSK-1	SIDM01132	MB	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-4.03161	0.916581	0.035026	-0.532133
GDSC2	343	15946600	684052	A673	SIDM00848	UNCLASSIFIED	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-5.230565	0.833302	0.104072	-1.213401
GDSC2	343	15946882	684057	ES5	SIDM00263	UNCLASSIFIED	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-04	0.1	-5.254071	0.565433	0.103197	-1.226758
GDSC2	343	15947139	684059	ES7	SIDM00269	UNCLASSIFIED	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-4.875181	0.864287	0.083041	-1.011465
GDSC2	343	15947421	684062	EW-11	SIDM00203	UNCLASSIFIED	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-4.535343	0.866393	0.079696	-0.818363
GDSC2	343	15947703	684072	SK-ES-1	SIDM01111	UNCLASSIFIED	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-5.373631	0.831162	0.090506	-1.294694
GDSC2	343	15947984	687448	COLO-829	SIDM00909	SKCM	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	0.366876	0.975625	0.037928	1.967169
GDSC2	343	15948263	687452	5637	SIDM00807	BLCA	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-4.480454	0.867625	0.098603	-0.787174
GDSC2	343	15948543	687455	RT4	SIDM01085	BLCA	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-3.57048	0.934431	0.080751	-0.27011
GDSC2	343	15948824	687457	SW780	SIDM01160	BLCA	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-0.785937	0.984288	0.030573	1.312119
GDSC2	343	15949105	687459	TCCSUP	SIDM01190	BLCA	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-2.177791	0.957843	0.027897	0.521242
GDSC2	343	15949386	687505	C-33-A	SIDM00889	CESC	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-4.035333	0.906843	0.078509	-0.534248
GDSC2	343	15949668	687506	C-4-I	SIDM00905	CESC	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-2.867343	0.96878	0.030687	0.129426
GDSC2	343	15949948	687514	ME-180	SIDM00627	CESC	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-1.473669	0.980573	0.021705	0.921337
GDSC2	343	15950229	687561	42-MG-BA	SIDM00982	GBM	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-3.549817	0.93298	0.028454	-0.258369
GDSC2	343	15950510	687562	8-MG-BA	SIDM00998	GBM	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-5.063984	0.853263	0.077589	-1.118747
GDSC2	343	15950790	687563	A172	SIDM00799	GBM	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-4.422899	0.871566	0.098802	-0.75447
GDSC2	343	15951071	687568	GB-1	SIDM00581	GBM	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-0.799423	0.973529	0.02548	1.304456
GDSC2	343	15951352	687586	T98G	SIDM01171	GBM	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-4.077726	0.906199	0.058995	-0.558337
GDSC2	343	15951634	687588	U-118-MG	SIDM01193	GBM	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-0.754336	0.975437	0.026226	1.330076
GDSC2	343	15951899	687590	U-87-MG	SIDM01189	GBM	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-0.80046	0.984006	0.031054	1.303867
GDSC2	343	15952167	687592	YKG-1	SIDM00315	GBM	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-04	0.1	-4.559449	0.643767	0.110221	-0.83206
GDSC2	343	15952346	687596	ChaGo-K-1	SIDM00924	UNCLASSIFIED	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-04	0.1	-3.995556	0.717953	0.103069	-0.511646
GDSC2	343	15952520	687600	NCI-H720	SIDM01120	UNCLASSIFIED	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-3.979243	0.919981	0.088163	-0.502377
GDSC2	343	15952796	687777	Calu-3	SIDM00922	LUAD	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-0.147948	0.977599	0.037354	1.674636
GDSC2	343	15953078	687780	COR-L23	SIDM00512	UNCLASSIFIED	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-1.509648	0.971973	0.026124	0.900893
GDSC2	343	15953359	687787	LK-2	SIDM00548	LUSC	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-3.839013	0.90454	0.122124	-0.422695
GDSC2	343	15953639	687794	NCI-H1437	SIDM00734	LUAD	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-04	0.1	-5.171533	0.573101	0.151786	-1.179858
GDSC2	343	15953820	687798	NCI-H1623	SIDM00747	LUAD	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-1.343722	0.978348	0.024611	0.995176
GDSC2	343	15954100	687799	NCI-H1648	SIDM00746	LUAD	1080	Paclitaxel	Microtubule stabiliser	Mitosis	1046	Y	1e-05	0.01	-4.835589	0.83963	0.051195	-0.988968
