V1,8359018054_R03C01,8359018053_R04C02,8221932075_R03C02,8221924165_R04C02,7970368131_R04C02,8221924068_R01C01,7970376007_R06C02,8221924165_R06C01,7970368089_R03C01,7796806034_R02C02,7973201120_R05C02,7970376031_R02C01,8795207004_R05C01,7878191025_R03C01,7970376020_R03C01,8221924155_R01C01,7878191015_R05C02,7878191015_R04C01,7878191127_R06C02,7878191011_R06C02,5975827037_R06C01,5975827051_R02C02,8363800206_R03C02,6055424072_R03C02,6055424074_R05C01,8221932074_R04C01,7970376015_R05C02,8221932016_R04C02,8221924165_R05C02,8359018100_R01C01,8221932019_R06C01,8221924140_R04C02,8221932019_R02C02,7970376031_R01C02,8359026005_R06C02,7796806054_R04C01,7878191035_R06C02,7878191035_R06C01,8221924127_R01C02,8221932050_R05C02,7878191054_R02C01,7878191035_R03C02,7786923095_R03C01,7970368027_R02C01,7970368089_R03C02,8221924068_R04C02,7878191064_R01C01,8221916145_R04C02,8359026012_R04C02,8221932050_R01C02,8221924120_R02C01,8221924165_R04C01,8359018100_R04C01,7878191026_R02C01,7878191026_R02C02,7970368157_R02C02,8221932016_R05C02,7878191001_R02C01,7970368027_R01C02,8359018054_R01C01,8221932019_R06C02,7970376038_R01C01,8359018054_R06C01,7878191054_R05C01,8359026011_R02C02,7970376020_R02C02,7878191026_R03C02,8359026011_R04C01,8221916145_R03C02,8221924118_R04C01,8359018112_R05C01,7878191001_R05C01,7970368157_R06C02,7973201119_R06C01,7970376031_R06C01,7970368119_R02C02,8221924155_R04C01,8221924047_R04C01,8221924003_R02C01,7878191037_R01C01,8221924055_R02C02,8221924128_R02C02,8221916070_R06C01,8359026012_R02C01,8363800233_R05C02,7878191034_R03C02,7878191011_R05C02,7970376038_R03C02,7878191029_R04C02,7878191083_R03C01,8221932055_R04C01,8221924127_R06C01,7878191037_R01C02,8359026017_R01C02,8359026029_R04C02,8221932009_R03C01,9297962143_R06C01,9297962143_R01C02,9297962143_R03C01,5723654015_R02C02
chr2:233470646-233471077,0.366072548,0.316826199,0.295728553,0.370297949,0.32895859,0.286460669,0.325083536,0.264920582,0.371768896,0.337343483,0.312211674,0.365054461,0.33143135,0.380089556,0.375681864,0.373467601,0.39210822,0.327528114,0.415902547,0.34388869,0.388066027,0.344826985,0.347445131,0.325966593,0.310814256,0.307219677,0.330450217,0.354821443,0.355774065,0.342534979,0.285091446,0.354849291,0.298324612,0.307351563,0.397240021,0.310702205,0.364308755,0.327837793,0.297734658,0.289128096,0.303442332,0.322847026,0.325405996,0.349139412,0.355261851,0.375580691,0.36435546,0.364468254,0.442930558,0.403078136,0.316435612,0.306077618,0.380278207,0.372318228,0.240728467,0.361348939,0.346505972,0.351453006,0.285221151,0.357489277,0.330172065,0.323442776,0.383740257,0.381735113,0.367913847,0.390339153,0.318697309,0.419041188,0.329663979,0.307533588,0.345796105,0.383566788,0.299603631,0.344831815,0.341524338,0.34996824,0.33118104,0.308965474,0.343296494,0.324557225,0.309735341,0.312695729,0.357077524,0.357740612,0.373716028,0.317531882,0.367646431,0.275648837,0.244193382,0.320444022,0.358174734,0.331968141,0.32510755,0.328294846,0.397883694,0.305026941,0.287236527,0.349896735,0.392106979,0.414045875
chr2:239111681-239112519,0.343178744,0.290506133,0.278446645,0.275953682,0.299131825,0.298216773,0.309400915,0.287460701,0.268371707,0.301483609,0.299091769,0.30878692,0.325931301,0.318168988,0.292038188,0.300114128,0.296941216,0.305946196,0.315159768,0.281663906,0.317529702,0.285873005,0.348253199,0.253601203,0.326602483,0.304095273,0.269371183,0.34237362,0.292657096,0.303936741,0.287386008,0.250034621,0.264730422,0.261922791,0.314270399,0.242676992,0.281050197,0.293823808,0.233411211,0.237796288,0.282877128,0.313418486,0.247367037,0.2914361,0.301392527,0.332665742,0.303190703,0.298942787,0.310865003,0.34915962,0.286021906,0.262820087,0.308550817,0.327944678,0.265251206,0.318032333,0.276618414,0.308992713,0.237630782,0.325029633,0.25545582,0.276486216,0.326158008,0.297706685,0.320476769,0.294483946,0.312704121,0.317874435,0.304497727,0.326136509,0.327138123,0.274771256,0.273516579,0.290607189,0.2957399,0.280667418,0.257617178,0.305648925,0.313588046,0.261511127,0.271390933,0.270246077,0.29892093,0.301698152,0.286167423,0.330677766,0.277215204,0.274939463,0.231518049,0.194334956,0.287050464,0.321507474,0.305573929,0.302264216,0.322175163,0.229320346,0.219993941,0.307400689,0.277934186,0.316174458
chr2:239147592-239149900,0.369844812,0.540807488,0.421697643,0.472427648,0.443153505,0.202290802,0.307979601,0.346881126,0.533219251,0.363421065,0.353680992,0.472442627,0.444389025,0.455735974,0.341318926,0.434172454,0.44422981,0.508106066,0.452850933,0.434745519,0.416014272,0.454844255,0.470533203,0.371840129,0.363607326,0.478141539,0.430750215,0.376454564,0.392048467,0.393758429,0.434339891,0.314266946,0.440149788,0.328354423,0.479331956,0.502961875,0.519395977,0.377729411,0.57178893,0.429623272,0.357182096,0.455421892,0.491510364,0.375448949,0.427452127,0.470199979,0.486073911,0.40073108,0.656921069,0.511252841,0.496803898,0.298282123,0.452164949,0.518039848,0.319298752,0.517131272,0.3065649,0.454792973,0.299194958,0.38146445,0.322110385,0.411996855,0.403253705,0.504173963,0.413361331,0.297717327,0.445909622,0.432947469,0.429114077,0.427836655,0.35102126,0.457016208,0.486807255,0.457963987,0.482239196,0.58636897,0.347238658,0.471737216,0.407908683,0.409511884,0.468892013,0.375124739,0.485598617,0.425380093,0.449086139,0.324455999,0.473255625,0.470939349,0.329729525,0.361375444,0.265968955,0.377755464,0.413751237,0.433603524,0.448072306,0.450409575,0.271319941,0.453337193,0.765097851,0.464591934
chr2:241507463-241507669,0.212683133,0.187427168,0.130022824,0.330509201,0.168793758,0.185631408,0.155267192,0.121307484,0.108429962,0.14002212,0.116073927,0.16523708,0.159008954,0.213239188,0.259544806,0.229081358,0.21657789,0.276484539,0.312614398,0.132766992,0.213596466,0.203719015,0.154230859,0.320104939,0.168456352,0.325446538,0.136335318,0.170509143,0.198533526,0.173517295,0.285035502,0.337822688,0.217912196,0.117948784,0.197078711,0.19245466,0.138981701,0.454995879,0.201381343,0.317482885,0.123368957,0.143557988,0.105126656,0.121121735,0.127283171,0.176668259,0.227910155,0.309175076,0.433294078,0.283950797,0.19590604,0.217641006,0.168437306,0.456759169,0.128915474,0.196603871,0.231252466,0.24693943,0.124363238,0.241122166,0.145932535,0.183503119,0.162563579,0.2759314,0.306672377,0.175667723,0.316015093,0.306159671,0.162367287,0.136622638,0.2439805,0.13514802,0.188123112,0.127116394,0.278951977,0.26681211,0.192030089,0.129103522,0.130550418,0.122312872,0.11818483,0.11814877,0.158810647,0.141640207,0.12973542,0.243957156,0.274419027,0.12781598,0.09966654,0.130769979,0.222060454,0.134994294,0.129384941,0.131928908,0.197632682,0.177082811,0.230333515,0.437709552,0.245692377,0.15458233
chr2:242295397-242296201,0.366946137,0.307083274,0.393382863,0.386395956,0.348353872,0.280267888,0.389323083,0.34230412,0.299357708,0.338189306,0.28401799,0.326618531,0.423043944,0.433729943,0.439327171,0.352216684,0.393779449,0.316442141,0.376782426,0.23959166,0.356922709,0.464546474,0.3536216,0.392946721,0.30359867,0.341186833,0.225034946,0.412941081,0.322348163,0.336525881,0.460631327,0.386252768,0.381754056,0.294998616,0.363071247,0.357132314,0.348472724,0.384883822,0.313732559,0.29426626,0.379258167,0.428111533,0.280170562,0.326113632,0.29134989,0.366516521,0.384869422,0.428383982,0.459202416,0.487171017,0.417230568,0.40742036,0.359748558,0.322200569,0.228573432,0.334111864,0.400591951,0.430720113,0.346284733,0.396131846,0.335061957,0.348778176,0.337072505,0.376833798,0.389864242,0.389931439,0.418356575,0.413604494,0.332016739,0.340121726,0.345667733,0.239322275,0.333106706,0.327754026,0.317760672,0.346750566,0.299352145,0.38021863,0.290338519,0.300941609,0.309770999,0.287515007,0.397078353,0.359042056,0.363413427,0.39744599,0.233425147,0.292744042,0.291739303,0.264790178,0.318130016,0.295830269,0.281005585,0.333553939,0.327033219,0.273681975,0.389160274,0.443673413,0.544431371,0.388843444
chr2:26396102-26397204,0.224651943,0.469495844,0.251267423,0.252377038,0.425532189,0.168237823,0.305759482,0.152112323,0.403198142,0.224519274,0.288134868,0.614285499,0.312529843,0.734972275,0.338469275,0.349286963,0.299861282,0.453050604,0.390898171,0.402065513,0.438847212,0.384860258,0.410433061,0.251316271,0.396744995,0.641969639,0.403132339,0.205570572,0.176375804,0.375273841,0.251031178,0.28548723,0.395955587,0.205765364,0.478839462,0.75803877,0.425012524,0.789906275,0.631494365,0.437607977,0.258984034,0.207139162,0.470665343,0.761717555,0.425296317,0.407747892,0.410233849,0.424303119,0.852815047,0.75611247,0.46577628,0.271703544,0.322631516,0.781616506,0.283127968,0.512746499,0.164167182,0.440039727,0.104870048,0.29134994,0.218027311,0.314288872,0.231976866,0.314896502,0.274783167,0.187688736,0.797906386,0.559962407,0.166385113,0.275505125,0.144199195,0.804528817,0.678417487,0.388689356,0.462087675,0.68314156,0.289295937,0.280276774,0.420703772,0.236628698,0.397322867,0.266692326,0.454795502,0.442587147,0.483265045,0.339392406,0.532581222,0.499333924,0.190842787,0.149402595,0.168828778,0.355975988,0.309744647,0.351686859,0.4404399,0.22278537,0.214198596,0.582689074,0.762051188,0.455910112
chr2:27272846-27273400,0.387052918,0.388321258,0.373647589,0.382921911,0.379047948,0.313398062,0.386215282,0.279292281,0.381348591,0.388782069,0.274876508,0.404809824,0.39327891,0.389851254,0.373139427,0.36206609,0.403775572,0.350164473,0.388370557,0.384288602,0.640517312,0.39643885,0.39167035,0.383821876,0.384409599,0.467063887,0.381746869,0.380636649,0.384213425,0.38406698,0.386423371,0.40578495,0.401736012,0.313767629,0.43116042,0.404484082,0.383339161,0.383717719,0.382577541,0.379850541,0.382866305,0.36900704,0.383368901,0.388400807,0.379860949,0.373152547,0.375718675,0.366285707,0.444026261,0.386633949,0.374401442,0.37830518,0.375885851,0.482370909,0.314655151,0.376957576,0.341886232,0.374485456,0.345959489,0.379874365,0.387455286,0.31142814,0.382422395,0.393993811,0.373484764,0.380080378,0.381499545,0.412508821,0.379664043,0.381908169,0.381113392,0.382540585,0.383283495,0.380330301,0.378570267,0.386678564,0.37300481,0.377442623,0.347026836,0.378937126,0.36803232,0.406691408,0.383080995,0.39259234,0.404883942,0.386826981,0.391455982,0.399099537,0.375878106,0.382101196,0.369956063,0.305748936,0.372427207,0.427724256,0.37548655,0.380427149,0.37902603,0.421185568,0.405748262,0.395583847
chr2:27294139-27294915,0.258406234,0.351684276,0.21106241,0.279264414,0.312550934,0.243812277,0.278687673,0.209136153,0.278141158,0.201502479,0.287142138,0.32207965,0.293412359,0.243777631,0.289626138,0.339537843,0.321436408,0.294016599,0.351783458,0.269255505,0.321944376,0.243890148,0.302054847,0.297918707,0.316730143,0.311776648,0.225718709,0.25528844,0.277631739,0.286110079,0.268206903,0.254112724,0.215510171,0.30397952,0.323108397,0.241974367,0.314662233,0.286270465,0.297389099,0.212891893,0.218060163,0.223782621,0.307268851,0.32304412,0.32159799,0.30513995,0.303268552,0.239062609,0.355556571,0.280404051,0.302217735,0.26169362,0.328082159,0.309031807,0.226042258,0.307938171,0.236892342,0.297987151,0.227444738,0.294416007,0.261355162,0.305318482,0.204769728,0.321122723,0.279019726,0.272076102,0.277589496,0.222325608,0.193020099,0.255765769,0.264305803,0.263944764,0.292701747,0.313658119,0.32167038,0.216385702,0.28635872,0.319850777,0.322237311,0.283069676,0.286352306,0.288145643,0.322766121,0.298141107,0.306168995,0.329731129,0.292863876,0.322398988,0.233201823,0.241967384,0.219161334,0.328628737,0.320511064,0.313595283,0.328292292,0.246660575,0.203867964,0.275477919,0.360332556,0.291059609
chr2:30142831-30144624,0.355348841,0.287412292,0.188141767,0.326131046,0.334156846,0.123286515,0.346143626,0.152361582,0.272032666,0.231183916,0.217623904,0.320852837,0.279527969,0.558166132,0.178758434,0.323803141,0.321564201,0.458681844,0.395602284,0.238212147,0.64288255,0.388206885,0.309740696,0.141885419,0.648061364,0.474879758,0.27854022,0.250974082,0.260040808,0.581848134,0.246798694,0.082247384,0.151569324,0.253413371,0.266493502,0.409018892,0.364199984,0.230489885,0.352252175,0.321405419,0.340768614,0.213878796,0.179807511,0.60266874,0.378815637,0.342938307,0.2931204,0.268503361,0.594866496,0.631919424,0.202405825,0.223439638,0.286734595,0.590541646,0.35691518,0.387187311,0.202596188,0.637908809,0.176738663,0.351567565,0.180557161,0.186948729,0.201111931,0.355335178,0.350302418,0.262192799,0.560177394,0.544944684,0.228678363,0.3210612,0.189028169,0.319413551,0.197363206,0.187171284,0.301153874,0.236932608,0.268101818,0.213591269,0.61215058,0.343700935,0.276037934,0.168123256,0.281106208,0.394049828,0.226797622,0.218888205,0.320831247,0.42427889,0.235912174,0.374758255,0.213861988,0.299537493,0.421531607,0.278544776,0.343616589,0.238828001,0.150325659,0.536860169,0.560081823,0.682102647
chr2:32234653-32236248,0.22600499,0.232222948,0.208955087,0.211279364,0.213780869,0.217981158,0.233144314,0.222180977,0.21447976,0.214035402,0.211909225,0.219731369,0.219964796,0.230617849,0.218719595,0.232092321,0.228842492,0.228173074,0.222710808,0.214222559,0.224186384,0.209950674,0.226957961,0.213058864,0.225867111,0.244509931,0.222450651,0.216567589,0.210756933,0.221566313,0.228790616,0.22464502,0.219986564,0.212583557,0.248731847,0.203003583,0.217256482,0.233934205,0.207717338,0.211641052,0.220933622,0.228826785,0.221457555,0.22230622,0.220567808,0.224096294,0.22937263,0.206533719,0.249921554,0.226147814,0.21697443,0.209789203,0.224884121,0.239513799,0.1384132,0.222450175,0.201950688,0.228292753,0.212390055,0.238663382,0.224560553,0.225819643,0.221954721,0.227762692,0.223564765,0.210412192,0.230520297,0.228817353,0.213261527,0.223130682,0.224443255,0.211274891,0.215093401,0.21465919,0.236140368,0.233898357,0.211078082,0.212541852,0.22031232,0.219790874,0.213682541,0.23409467,0.232533612,0.217254184,0.214196659,0.219751165,0.219974013,0.21140574,0.209159194,0.215006503,0.21126943,0.224334197,0.217190691,0.223543469,0.22620078,0.204817238,0.214331285,0.227300229,0.230066345,0.227440931
chr2:36582397-36584260,0.280858138,0.235108036,0.141242891,0.277250248,0.078169818,0.171674703,0.206784197,0.127215202,0.079944019,0.301298504,0.189421636,0.348126972,0.332024287,0.498142944,0.170564634,0.169202509,0.449831178,0.296780083,0.165379644,0.137953861,0.378969287,0.443093879,0.082849059,0.201167638,0.319598136,0.730287603,0.424131214,0.270753992,0.088165877,0.260219656,0.210496288,0.176096034,0.118426656,0.216273832,0.101629404,0.548427769,0.093820877,0.241937615,0.704415264,0.562686426,0.260971116,0.236434255,0.363961801,0.474675449,0.255901051,0.096935344,0.096527904,0.107159605,0.826978463,0.517086438,0.299608211,0.131980871,0.112514929,0.749517135,0.595732473,0.284705581,0.115716856,0.277762694,0.107079752,0.239602497,0.091569539,0.082119063,0.166109027,0.204550655,0.116874951,0.092337074,0.780670475,0.228724949,0.162991474,0.300258303,0.118840482,0.636701621,0.08521508,0.12287971,0.115154702,0.078322629,0.089107437,0.082714737,0.251556794,0.078770586,0.081745296,0.252161559,0.185627672,0.181646224,0.10560236,0.235065401,0.465195479,0.305828753,0.38213754,0.299473987,0.112385827,0.085694212,0.155281133,0.407119375,0.090869465,0.424076717,0.173190267,0.517562117,0.552238326,0.357613437
chr2:38152131-38152885,0.440026175,0.443004809,0.45084691,0.579711512,0.461394532,0.436541404,0.360084097,0.411146745,0.464801851,0.469638659,0.427402742,0.47953692,0.424952392,0.482302361,0.458568512,0.467383052,0.464014391,0.447942405,0.474781648,0.41992445,0.46812971,0.464591163,0.485504882,0.410455195,0.480744086,0.523432126,0.407153678,0.456891952,0.453434548,0.474388262,0.413636129,0.430059406,0.435088515,0.471902084,0.479893526,0.6689434,0.47218387,0.387102273,0.370735513,0.483238719,0.529785585,0.454957031,0.43615419,0.831966322,0.473083655,0.470761883,0.483195284,0.466016956,0.746278609,0.476343114,0.421490924,0.433027656,0.484820584,0.563996519,0.430703145,0.459786675,0.568304571,0.435924032,0.433922803,0.4743838,0.452523722,0.458652132,0.449936912,0.469391803,0.485252309,0.460432764,0.467436721,0.649841779,0.428087355,0.405449187,0.448285827,0.397249853,0.444116395,0.455409865,0.469025848,0.449908931,0.46407364,0.474952358,0.457767873,0.414552118,0.426248412,0.466037453,0.473558317,0.46949228,0.475229819,0.480905395,0.453165582,0.576472348,0.416270074,0.421828915,0.458644469,0.478366188,0.465216244,0.483092325,0.473685158,0.4528515,0.413244982,0.464528238,0.658520745,0.481088012
chr2:39347251-39348361,0.199747262,0.194896429,0.19117013,0.194750282,0.185221881,0.192792618,0.19936167,0.197816324,0.18351073,0.188410471,0.190552046,0.19668974,0.1853106,0.202808537,0.184820536,0.197183031,0.195650019,0.189434083,0.194838593,0.191572832,0.220832269,0.183530216,0.200290375,0.186412447,0.197219829,0.204451636,0.194561319,0.200672156,0.186244819,0.192615504,0.190156563,0.185659079,0.192990887,0.189628825,0.209702771,0.157096407,0.18095795,0.164180848,0.186725253,0.188256931,0.188362412,0.182552206,0.180121952,0.19871141,0.193233138,0.197411312,0.208864575,0.185636028,0.193141139,0.199663008,0.192439059,0.187706677,0.193223368,0.276768481,0.189939719,0.191389442,0.179069101,0.203442573,0.183719543,0.198565877,0.208336937,0.190805357,0.19607412,0.195285307,0.198804999,0.196003618,0.202819219,0.22668017,0.185104003,0.183532212,0.19027581,0.189415569,0.190587712,0.184935716,0.194619561,0.18452865,0.188939172,0.19344775,0.190458564,0.165678275,0.185845483,0.200085625,0.182960042,0.196756477,0.186957123,0.193946201,0.196284818,0.18429618,0.182560104,0.191907257,0.180098021,0.194581687,0.191175556,0.20334244,0.189755011,0.176913046,0.183531721,0.200421971,0.192001507,0.209962887
chr2:40678477-40678717,0.285282312,0.179628095,0.309800429,0.350709976,0.547881679,0.172310244,0.207352934,0.166717715,0.575199685,0.220839288,0.66781633,0.634430337,0.247389922,0.69776334,0.312191402,0.659148354,0.516851974,0.232085645,0.343826448,0.17949696,0.805392793,0.334085551,0.198137802,0.261990862,0.75082445,0.610208598,0.260040751,0.168790628,0.313681778,0.2285968,0.266533694,0.243759132,0.174427464,0.186629204,0.495096787,0.528094992,0.540091387,0.321911333,0.31231798,0.33033699,0.182440055,0.183604067,0.188304701,0.727309284,0.715525268,0.253677308,0.243899649,0.226523022,0.798774665,0.284677156,0.212631034,0.220741584,0.427513144,0.740036936,0.241978452,0.409927571,0.279819944,0.721713804,0.191484975,0.298995332,0.226239317,0.158816732,0.330348714,0.387352711,0.179493175,0.300869139,0.750276673,0.201476811,0.126821351,0.240271519,0.168776463,0.418319866,0.156190065,0.222121161,0.307878997,0.244336434,0.185526985,0.174745996,0.864071039,0.525383041,0.202768741,0.317962813,0.355472067,0.49263447,0.178312853,0.722189189,0.39202792,0.174657642,0.103895876,0.244401747,0.178119177,0.192521687,0.240628174,0.370979178,0.483258982,0.194474926,0.159915658,0.481474323,0.671272732,0.695917496
chr2:44588954-44589358,0.189219036,0.176521785,0.158212702,0.142844565,0.156412285,0.128082903,0.161448169,0.162655313,0.153993021,0.151856817,0.151329903,0.16451242,0.171239586,0.184888822,0.160008849,0.174542869,0.170232298,0.163574374,0.188097042,0.161281335,0.212096042,0.184381197,0.148138082,0.143831197,0.182856222,0.171988007,0.153346173,0.157841337,0.149425896,0.154739233,0.168494804,0.149353829,0.153674573,0.156443374,0.161014281,0.165800478,0.183397989,0.152434386,0.132279608,0.185010619,0.17288083,0.137516174,0.139192141,0.154327773,0.164214629,0.153740611,0.153732708,0.175772186,0.213502511,0.20815254,0.160822297,0.138888287,0.178748714,0.213661919,0.138159735,0.153143886,0.174479312,0.177795592,0.160902625,0.162461725,0.175806476,0.15446754,0.182269531,0.171548387,0.174443359,0.142005461,0.171796553,0.213901884,0.158982043,0.163851317,0.141607425,0.140771382,0.158653096,0.161539936,0.151487306,0.157854372,0.155983808,0.159685736,0.166582873,0.148029156,0.139667587,0.154308234,0.171634758,0.152602449,0.165412824,0.176063061,0.170008605,0.147972483,0.130558355,0.183712641,0.172015644,0.157064126,0.150176874,0.185140348,0.149111809,0.148458682,0.1525655,0.17774757,0.207336309,0.159539873
chr2:50574045-50574817,0.322873946,0.672141163,0.158751939,0.34750782,0.695780152,0.332946855,0.419204452,0.133763021,0.545180014,0.346232971,0.729660377,0.477832223,0.262386345,0.739931799,0.423840707,0.43826685,0.599564791,0.600872925,0.583821872,0.268120271,0.729842682,0.66155009,0.522766507,0.323786066,0.763753746,0.492886322,0.450130825,0.218904493,0.30336252,0.633007655,0.148575878,0.328331856,0.152862946,0.298225624,0.683210851,0.3601324,0.503168487,0.487198692,0.562366179,0.294343677,0.418372267,0.252501103,0.206401824,0.787504935,0.867094936,0.767590859,0.648091447,0.162828471,0.704918089,0.727231346,0.439307795,0.283661098,0.590783826,0.688914994,0.707946685,0.672066257,0.301534027,0.652078303,0.151808771,0.382257412,0.189662557,0.177110605,0.275055281,0.557180347,0.431030361,0.366961758,0.763284035,0.67106382,0.13404142,0.283372235,0.35554504,0.523065178,0.585171942,0.149668989,0.466414564,0.472229779,0.451923375,0.149888345,0.534364548,0.401803178,0.499251002,0.117540737,0.412515259,0.650027314,0.533078279,0.551702985,0.691020051,0.444736237,0.113458429,0.53222382,0.136223606,0.515215648,0.360209021,0.692430133,0.663060521,0.478519749,0.135724224,0.707066158,0.601853945,0.582123429
chr2:54557630-54558039,0.245920672,0.227907513,0.225758354,0.230574661,0.282373563,0.235794966,0.230602398,0.189773516,0.285576715,0.246537299,0.241085927,0.276412883,0.265491356,0.309773355,0.212619191,0.30360377,0.265900094,0.240049606,0.257863785,0.250177642,0.316409387,0.315299521,0.239589428,0.187847351,0.300332923,0.520495129,0.267951788,0.282881025,0.2236778,0.29019563,0.186043967,0.181229735,0.197001427,0.189881232,0.238865722,0.307176065,0.2376954,0.231973931,0.450934734,0.220766339,0.273841708,0.24540519,0.289410482,0.230470513,0.263370924,0.299291135,0.294543278,0.253052814,0.872163866,0.304761365,0.25522742,0.21651266,0.257085972,0.456640138,0.282662578,0.303361784,0.187597054,0.306984281,0.197218783,0.241023116,0.252370261,0.247871171,0.271738495,0.255956668,0.226354855,0.226428665,0.244385982,0.310599881,0.23610873,0.262423601,0.261598478,0.521432594,0.263842332,0.249779368,0.282378735,0.245072942,0.226897492,0.214828038,0.261121573,0.193333397,0.226505074,0.275479667,0.297604708,0.247346255,0.256757778,0.242533932,0.299372807,0.150551928,0.25866604,0.283729285,0.20336467,0.235130872,0.270748577,0.259018122,0.263613897,0.275025958,0.215714861,0.305332568,0.822528034,0.280264766
chr2:55646621-55647329,0.244289085,0.249335758,0.22962008,0.238489654,0.245781796,0.164101253,0.188393749,0.220250767,0.23751388,0.222055573,0.241649153,0.2436466,0.245638322,0.262481502,0.220340619,0.248902876,0.231906018,0.235052093,0.254903657,0.186852342,0.365316606,0.23667291,0.259508533,0.200556351,0.202014076,0.370608279,0.168077202,0.240436344,0.20144867,0.288835433,0.2257796,0.187883324,0.225726974,0.252347453,0.256311523,0.174785764,0.254062431,0.201286711,0.181319242,0.167764603,0.22123506,0.239234255,0.268513587,0.426141236,0.247050321,0.261755945,0.255381528,0.218040908,0.367387161,0.238336761,0.215980973,0.220498596,0.248951089,0.186374462,0.136338599,0.312427359,0.183483732,0.257618485,0.237688846,0.250013971,0.260469485,0.23271121,0.243230004,0.213071904,0.253122675,0.23609469,0.236302629,0.176857831,0.186937516,0.23512096,0.246270418,0.221833002,0.228934319,0.239013052,0.236172766,0.238032831,0.242047844,0.190763752,0.246919208,0.23673338,0.218311196,0.21933739,0.278679334,0.231259977,0.242596577,0.245980602,0.231206136,0.242106036,0.205344279,0.178192672,0.219741575,0.27225491,0.22747874,0.261232166,0.252532519,0.354125787,0.174088929,0.246264808,0.497241316,0.255423086
chr2:64751141-64752083,0.195598438,0.172766917,0.185117739,0.161128773,0.191269029,0.192187855,0.213962196,0.13457641,0.17990287,0.196188327,0.187775634,0.214549966,0.170750695,0.221328347,0.189444988,0.212648391,0.201764828,0.175449148,0.191249869,0.15061081,0.223505045,0.204861041,0.210230727,0.128359951,0.196824887,0.152153519,0.13712895,0.198742919,0.183805183,0.15779599,0.161217334,0.156010253,0.170082398,0.206147213,0.211944146,0.162639419,0.199125328,0.121194881,0.150943991,0.124999837,0.19995179,0.197046118,0.193324873,0.210778515,0.210046558,0.190342335,0.197334952,0.152183293,0.199905515,0.214049568,0.138860971,0.170583293,0.211648323,0.168749683,0.138431593,0.197380733,0.129431675,0.197700597,0.175868347,0.209563616,0.16365924,0.197819816,0.211599652,0.200868498,0.199321771,0.191429849,0.192986391,0.216476036,0.195203097,0.202843764,0.209018138,0.17996614,0.148625207,0.199058918,0.187901547,0.16733351,0.196014433,0.205876824,0.194401893,0.122417963,0.135292589,0.166936114,0.209622221,0.209640674,0.150768475,0.207969461,0.211085283,0.205251066,0.139541388,0.175641798,0.187823119,0.218239989,0.200595943,0.189828563,0.205003528,0.152193093,0.13444261,0.212350029,0.171640693,0.227057562
chr2:68546339-68547111,0.336156558,0.503553232,0.246176552,0.35022009,0.404690421,0.297396382,0.357203241,0.219384576,0.635577628,0.219658745,0.426776092,0.428249698,0.328624814,0.911625212,0.230615926,0.380487801,0.652340834,0.709518034,0.599569028,0.292185826,0.876561032,0.907052777,0.400383257,0.221227747,0.821003463,0.664026516,0.299028061,0.234229747,0.249177208,0.708955361,0.264535296,0.23194397,0.243694404,0.337367591,0.78299798,0.156989462,0.700232736,0.755695955,0.614609949,0.652171115,0.422290869,0.21941901,0.278933797,0.731792319,0.648762986,0.656759774,0.430160186,0.278252693,0.865196128,0.913684142,0.427215729,0.263904898,0.718089402,0.752430985,0.333578336,0.507296012,0.222956862,0.767483602,0.262011884,0.35289072,0.261843947,0.365599874,0.247044032,0.822020636,0.240648942,0.315928132,0.915441211,0.752981202,0.323693419,0.38310477,0.3386508,0.236793816,0.23182154,0.349462201,0.294126579,0.310473299,0.236582297,0.326811334,0.768133194,0.535336643,0.45600505,0.131550297,0.577544842,0.230200824,0.314401749,0.610683953,0.387949718,0.381549043,0.396150608,0.344454624,0.219830196,0.418983917,0.528399944,0.418670532,0.321625201,0.592659937,0.219606977,0.614706686,0.862321857,0.825609464
chr2:70313200-70315490,0.283651046,0.331957072,0.215385495,0.306380099,0.207933095,0.199176979,0.225823126,0.278727816,0.148612934,0.200204293,0.332517679,0.338381517,0.247365319,0.123167376,0.347018676,0.344282169,0.191103514,0.249600777,0.311065059,0.199619094,0.166364033,0.169215722,0.334844148,0.230907593,0.151509293,0.190932845,0.184144299,0.422918288,0.344293468,0.369908319,0.382815742,0.350288072,0.190303532,0.193443054,0.361663392,0.161772548,0.139915736,0.173783441,0.119127208,0.118920817,0.204623783,0.392735577,0.139424354,0.221417189,0.316721505,0.318341549,0.232391728,0.353702524,0.159140379,0.155000262,0.241213555,0.263376064,0.342561647,0.139852894,0.098878822,0.151237217,0.238372899,0.172578669,0.129613838,0.370218242,0.242892938,0.211832652,0.377469038,0.230924995,0.249981391,0.226574312,0.157770723,0.199002996,0.325695979,0.310628932,0.270768274,0.15286459,0.328860598,0.245927731,0.223467831,0.280497323,0.298274038,0.193287757,0.185295794,0.212473985,0.215199622,0.219756396,0.251029668,0.134013639,0.310087138,0.337107067,0.230954983,0.356781351,0.212274613,0.12967781,0.200360905,0.252551416,0.194346022,0.358855701,0.326423739,0.136210132,0.208170819,0.249197529,0.177391735,0.171563859
